transaction_id,amount,transaction_hour,foreign_transaction,location_mismatch,velocity_last_24h,cardholder_age,is_fraud,device_trust_score_binned,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel
5782,93.51,3,0,1,2,57,0,1,0,0,0,1,0
5783,163.16,0,0,0,3,44,0,1,0,0,0,1,0
5784,20.46,22,0,0,1,52,0,1,0,0,0,0,1
5785,3.07,8,0,0,0,27,0,1,0,0,0,1,0
5786,432.56,16,0,0,1,68,0,1,0,1,0,0,0
5787,56.56,13,0,0,2,45,0,2,0,0,1,0,0
5788,308.34,16,0,0,2,50,0,2,0,0,0,0,1
5789,529.8425,0,0,0,2,64,0,2,0,1,0,0,0
5790,42.76,9,0,0,1,64,0,3,0,0,0,1,0
5791,55.46,22,0,0,5,60,0,3,1,0,0,0,0
5792,195.71,15,0,0,0,53,0,2,0,1,0,0,0
5793,529.8425,18,0,0,5,52,0,1,1,0,0,0,0
5794,445.45,23,0,0,4,66,0,3,1,0,0,0,0
5795,125.8,2,0,0,2,34,0,1,0,0,0,0,1
5796,285.35,11,0,0,2,28,0,1,0,0,1,0,0
5797,26.26,2,0,0,2,53,0,2,0,0,0,1,0
5798,529.8425,14,0,0,3,54,0,2,0,0,0,1,0
5799,529.8425,16,0,1,1,35,0,3,0,1,0,0,0
5800,32.18,17,0,0,5,48,0,2,0,0,0,1,0
5801,64.05,6,0,0,0,52,0,2,0,0,0,0,1
5802,19.0,18,0,0,5,45,0,1,0,0,0,1,0
5803,57.07,6,0,0,2,18,0,1,0,1,0,0,0
5804,304.66,4,0,0,5,48,0,3,0,0,0,1,0
5805,85.56,7,0,0,4,69,0,1,0,0,1,0,0
5806,16.66,20,0,0,3,44,0,3,1,0,0,0,0
5807,75.4,15,0,0,1,57,0,1,1,0,0,0,0
5808,529.8425,15,0,0,3,29,0,3,1,0,0,0,0
5809,178.81,18,0,0,3,29,0,2,0,0,1,0,0
5810,96.86,14,0,0,2,44,0,3,0,0,0,0,1
5811,32.79,6,0,0,1,44,0,1,0,1,0,0,0
5812,529.8425,4,0,0,2,68,0,3,0,0,1,0,0
5813,309.51,22,0,0,1,63,0,1,0,1,0,0,0
5814,59.5,10,0,0,2,34,0,2,0,0,0,0,1
5815,13.08,9,0,0,2,69,0,1,0,0,1,0,0
5816,10.49,20,0,0,2,42,0,2,0,0,0,1,0
5817,23.09,22,0,0,1,47,0,2,0,0,0,0,1
5818,156.48,8,0,0,3,27,0,1,1,0,0,0,0
5819,475.51,0,0,0,1,57,0,2,0,0,1,0,0
5820,123.6,19,1,1,1,32,0,3,0,0,0,0,1
5821,333.21,0,0,0,0,36,0,1,0,0,0,0,1
5822,106.27,7,0,0,1,21,0,3,0,0,1,0,0
5823,221.94,2,0,0,2,32,0,2,1,0,0,0,0
5824,236.93,1,0,0,2,54,0,2,1,0,0,0,0
5825,34.4,3,0,0,3,32,0,3,0,0,0,0,1
5826,80.67,18,0,0,3,50,0,3,0,1,0,0,0
5827,182.55,10,0,0,3,68,0,2,0,0,0,0,1
5828,13.2,4,1,0,1,30,0,1,0,0,1,0,0
5829,80.77,23,0,0,4,34,0,2,0,0,1,0,0
5830,137.75,9,0,0,3,36,0,1,0,0,1,0,0
5831,529.8425,23,1,0,3,30,0,3,1,0,0,0,0
5832,115.82,22,1,0,3,23,0,1,0,0,0,1,0
5833,304.76,7,0,0,2,57,0,1,0,0,1,0,0
5834,101.84,12,0,0,2,47,0,2,0,0,1,0,0
5835,286.48,4,0,0,0,53,0,1,0,1,0,0,0
5836,162.88,11,0,0,4,48,0,1,0,1,0,0,0
5837,391.82,12,0,0,1,30,0,1,0,0,0,0,1
5838,95.26,21,0,0,3,41,0,1,0,0,0,0,1
5839,166.88,7,0,0,5,46,0,1,0,0,0,0,1
5840,178.97,14,0,0,1,66,0,2,0,0,1,0,0
5841,97.24,12,0,0,1,63,0,3,0,1,0,0,0
5842,28.05,0,0,0,2,19,0,2,0,0,0,0,1
5843,17.68,21,0,0,1,33,0,3,0,1,0,0,0
5844,3.03,5,0,0,1,69,0,2,0,0,1,0,0
5845,372.2,10,0,0,3,29,0,1,0,0,1,0,0
5846,48.57,12,0,0,0,45,0,3,0,0,0,0,1
5847,42.77,20,0,1,0,43,0,1,0,0,1,0,0
5848,239.75,19,0,0,0,49,0,1,0,0,1,0,0
5849,69.42,0,0,0,2,59,0,1,0,1,0,0,0
5850,126.96,10,0,0,2,21,0,3,0,0,0,1,0
5851,31.92,10,0,0,1,22,0,1,1,0,0,0,0
5852,529.8425,7,0,0,0,34,0,1,0,0,0,0,1
5853,343.39,21,0,0,2,37,0,3,0,0,0,1,0
5854,358.84,2,0,0,2,57,0,2,0,0,0,0,1
5855,93.99,18,0,0,1,46,0,2,0,0,0,1,0
5856,258.66,11,0,0,4,42,0,1,0,0,1,0,0
5857,27.96,5,1,1,1,35,1,1,0,0,0,0,1
5858,1.56,22,0,0,3,39,0,2,0,0,0,1,0
5859,3.63,7,0,0,1,25,0,2,1,0,0,0,0
5860,159.0,4,0,0,3,57,0,1,0,0,1,0,0
5861,109.38,9,0,0,0,64,0,2,0,0,0,0,1
5862,131.37,21,0,0,0,57,0,2,0,0,0,0,1
5863,1.35,15,0,0,2,27,0,2,0,0,0,1,0
5864,98.89,11,1,1,0,34,0,3,0,0,0,0,1
5865,227.9,16,0,0,2,63,0,2,0,0,1,0,0
5866,105.24,5,0,0,1,65,0,3,0,1,0,0,0
5867,237.17,8,0,0,1,37,0,1,0,0,0,1,0
5868,47.75,9,0,0,1,44,0,1,1,0,0,0,0
5869,301.93,19,0,0,1,19,0,3,0,0,0,0,1
5870,159.8,13,0,0,3,69,0,1,0,0,1,0,0
5871,42.6,13,0,0,1,46,0,2,0,0,0,0,1
5872,48.62,16,1,0,2,23,0,3,1,0,0,0,0
5873,178.01,15,0,0,1,37,0,3,0,0,1,0,0
5874,318.89,3,1,0,1,54,0,2,1,0,0,0,0
5875,96.7,1,0,0,2,36,0,1,0,0,1,0,0
5876,53.79,15,0,0,2,28,0,1,0,1,0,0,0
5877,363.15,0,0,0,0,65,0,3,0,0,1,0,0
5878,199.16,2,0,0,2,35,0,1,1,0,0,0,0
5879,106.99,22,0,0,1,56,0,3,0,0,0,1,0
5880,120.46,10,0,0,1,39,0,1,0,1,0,0,0
5881,41.13,15,1,0,2,68,0,2,0,0,0,0,1
5882,177.42,17,0,0,1,31,0,3,0,1,0,0,0
5883,79.98,14,1,0,0,59,0,3,0,1,0,0,0
5884,529.8425,8,0,1,0,23,0,1,0,0,0,0,1
5885,117.77,11,0,0,3,38,0,2,0,0,1,0,0
5886,119.76,17,0,0,3,25,0,3,0,1,0,0,0
5887,150.19,4,0,0,0,35,0,2,0,1,0,0,0
5888,447.48,23,0,0,1,39,0,2,0,0,0,1,0
5889,290.44,7,0,0,5,23,0,2,0,0,0,1,0
5890,107.98,2,0,1,0,52,0,3,1,0,0,0,0
5891,228.3,1,0,0,0,52,0,2,0,0,0,0,1
5892,158.84,18,0,0,1,63,0,2,0,0,1,0,0
5893,122.04,7,0,0,0,62,0,2,0,0,1,0,0
5894,38.45,1,0,0,1,26,0,1,1,0,0,0,0
5895,112.23,18,0,0,1,33,0,2,0,0,1,0,0
5896,50.78,0,1,0,4,28,0,2,0,0,1,0,0
5897,443.38,21,0,0,2,65,0,3,0,0,0,1,0
5898,73.54,12,0,0,2,38,0,3,0,0,1,0,0
5899,529.8425,22,0,0,1,59,0,3,0,0,1,0,0
5900,137.08,19,1,0,3,40,0,1,1,0,0,0,0
5901,179.72,16,0,0,4,62,0,2,1,0,0,0,0
5902,140.93,2,0,0,1,37,0,1,0,1,0,0,0
5903,24.94,8,0,0,1,34,0,2,0,0,1,0,0
5904,84.84,4,0,0,1,48,0,1,0,0,1,0,0
5905,18.79,5,0,0,0,69,0,3,0,0,1,0,0
5906,175.57,3,0,0,3,35,0,1,0,0,0,1,0
5907,106.59,16,0,0,2,46,0,3,0,0,1,0,0
5908,270.9,20,0,0,4,65,0,3,0,0,0,1,0
5909,44.83,20,0,0,3,49,0,3,0,1,0,0,0
5910,32.36,20,0,0,1,25,0,2,0,0,0,0,1
5911,93.86,15,0,1,1,67,0,2,0,0,1,0,0
5912,470.09,15,0,0,2,26,0,1,1,0,0,0,0
5913,223.08,21,0,0,2,63,0,3,1,0,0,0,0
5914,97.72,10,0,0,0,23,0,1,0,0,1,0,0
5915,131.09,1,0,0,1,22,0,2,0,0,0,1,0
5916,15.83,16,0,0,2,62,0,3,1,0,0,0,0
5917,529.8425,14,0,0,0,30,0,1,1,0,0,0,0
5918,197.61,17,0,0,4,42,0,3,0,1,0,0,0
5919,60.49,9,1,0,1,48,0,1,0,1,0,0,0
5920,158.66,5,0,1,1,51,0,3,0,1,0,0,0
5921,20.87,20,0,0,3,34,0,3,1,0,0,0,0
5922,529.8425,15,0,0,1,43,0,1,1,0,0,0,0
5923,34.58,4,1,1,2,37,1,1,0,0,1,0,0
5924,187.96,11,0,0,1,67,0,1,0,0,1,0,0
5925,50.7,5,0,0,0,23,0,2,0,0,0,1,0
5926,227.57,13,0,1,1,49,0,2,1,0,0,0,0
5927,269.96,22,0,0,1,50,0,2,0,0,1,0,0
5928,201.43,15,0,0,0,37,0,3,0,0,1,0,0
5929,171.58,6,0,0,2,64,0,1,0,1,0,0,0
5930,401.4,1,1,0,0,28,1,1,0,1,0,0,0
5931,14.74,5,1,0,2,64,0,3,0,1,0,0,0
5932,72.33,8,1,0,1,69,0,2,0,0,0,0,1
5933,51.37,6,0,0,0,27,0,1,0,0,1,0,0
5934,529.8425,1,0,0,2,60,0,3,0,1,0,0,0
5935,88.79,18,0,0,1,56,0,3,0,1,0,0,0
5936,237.43,7,0,0,1,36,0,3,1,0,0,0,0
5937,207.78,10,0,0,2,44,0,2,0,1,0,0,0
5938,42.9,3,0,0,2,57,0,2,1,0,0,0,0
5939,49.16,15,1,0,0,51,0,2,0,0,0,1,0
5940,59.45,17,0,0,2,53,0,2,0,1,0,0,0
5941,95.32,12,0,0,4,37,0,1,1,0,0,0,0
5942,48.06,4,0,1,2,63,0,1,0,1,0,0,0
5943,3.57,1,0,0,0,22,0,2,0,0,0,1,0
5944,380.74,10,0,0,0,27,0,2,0,1,0,0,0
5945,529.8425,0,0,0,0,49,0,1,1,0,0,0,0
5946,75.22,12,0,0,4,57,0,1,0,0,0,1,0
5947,74.39,4,0,0,0,57,0,2,0,0,0,1,0
5948,1.28,17,0,0,3,45,0,3,0,0,0,1,0
5949,205.24,13,0,0,4,46,0,3,0,0,0,0,1
5950,314.19,12,0,0,3,65,0,3,1,0,0,0,0
5951,28.54,6,0,0,0,39,0,2,0,0,0,0,1
5952,31.31,7,0,0,2,26,0,2,0,0,0,1,0
5953,280.99,17,0,0,1,19,0,2,0,0,0,0,1
5954,172.42,6,0,0,0,30,0,2,0,1,0,0,0
5955,8.26,19,0,0,0,52,0,3,0,0,0,0,1
5956,175.38,16,0,0,2,44,0,2,0,0,1,0,0
5957,66.51,15,0,0,1,47,0,2,0,0,0,1,0
5958,82.8,10,0,0,0,46,0,3,0,0,0,1,0
5959,264.33,18,0,0,1,52,0,1,1,0,0,0,0
5960,299.82,0,0,0,4,54,0,3,0,1,0,0,0
5961,92.06,20,0,0,1,68,0,2,1,0,0,0,0
5962,529.26,7,0,0,1,43,0,3,0,0,0,0,1
5963,93.9,0,0,0,0,21,0,2,0,0,1,0,0
5964,265.98,8,0,0,3,52,0,1,0,0,1,0,0
5965,119.05,18,0,0,1,27,0,3,0,0,1,0,0
5966,410.08,20,0,0,2,37,0,3,0,0,1,0,0
5967,429.01,8,0,0,4,66,0,1,0,1,0,0,0
5968,16.47,20,0,0,1,27,0,1,0,0,0,0,1
5969,496.19,9,0,0,0,47,0,1,0,0,1,0,0
5970,314.29,23,0,0,2,28,0,1,0,0,0,1,0
5971,282.04,22,1,0,4,33,0,3,0,0,0,0,1
5972,40.37,10,0,0,2,24,0,3,0,1,0,0,0
5973,294.37,0,0,0,0,40,0,1,0,0,1,0,0
5974,341.64,19,0,0,2,57,0,1,0,1,0,0,0
5975,61.43,7,0,0,1,18,0,3,0,0,1,0,0
5976,529.8425,19,0,0,2,62,0,2,0,0,0,1,0
5977,9.21,11,0,0,2,24,0,1,0,0,0,0,1
5978,29.23,0,1,0,2,58,1,1,0,0,0,1,0
5979,138.83,9,0,0,3,21,0,1,0,0,1,0,0
5980,154.36,3,0,0,1,19,0,3,1,0,0,0,0
5981,186.49,14,0,0,1,34,0,1,0,0,0,0,1
5982,3.08,18,0,0,2,57,0,3,0,1,0,0,0
5983,529.8425,5,0,0,1,26,0,1,0,0,1,0,0
5984,8.21,4,0,0,2,28,0,2,0,0,0,1,0
5985,27.79,4,1,0,0,61,0,1,1,0,0,0,0
5986,2.54,17,0,0,2,36,0,3,0,0,1,0,0
5987,150.6,2,0,0,1,31,0,3,0,1,0,0,0
5988,484.59,21,0,0,1,32,0,3,0,0,0,1,0
5989,197.36,1,1,0,2,64,0,2,0,0,0,0,1
5990,311.34,3,0,0,3,25,0,1,1,0,0,0,0
5991,2.41,17,0,0,1,50,0,1,0,0,1,0,0
5992,140.57,8,0,0,3,19,0,3,0,0,1,0,0
5993,110.77,18,0,0,2,19,0,1,0,0,1,0,0
5994,124.4,9,0,0,1,37,0,3,0,0,1,0,0
5995,13.49,21,0,0,3,40,0,2,0,0,0,1,0
5996,207.61,14,0,0,2,35,0,1,0,0,0,0,1
5997,125.93,0,0,0,3,47,0,2,0,1,0,0,0
5998,260.78,10,0,0,2,38,0,3,1,0,0,0,0
5999,119.55,13,0,1,1,53,0,3,0,0,1,0,0
6000,29.12,9,0,1,2,20,0,1,0,0,1,0,0
6001,188.07,18,0,0,2,34,0,1,0,0,0,0,1
6002,34.06,23,0,1,5,41,1,1,0,0,0,0,1
6003,370.59,20,0,0,2,55,0,3,0,0,0,1,0
6004,170.93,15,0,0,5,21,0,1,0,0,0,1,0
6005,30.79,7,0,0,1,26,0,2,0,0,0,1,0
6006,529.8425,1,0,0,2,50,0,3,1,0,0,0,0
6007,131.5,22,1,0,3,51,0,1,0,0,0,1,0
6008,13.62,6,0,0,2,62,0,1,0,0,1,0,0
6009,177.43,18,0,0,3,49,0,2,0,0,0,1,0
6010,52.55,6,0,0,1,25,0,1,1,0,0,0,0
6011,293.05,14,0,0,4,65,0,2,0,0,0,1,0
6012,306.5,7,0,0,0,67,0,2,0,0,0,1,0
6013,529.8425,13,1,0,5,32,0,2,0,0,1,0,0
6014,125.44,0,0,0,1,48,0,2,0,0,1,0,0
6015,109.24,12,0,0,2,22,0,1,0,0,1,0,0
6016,252.05,2,0,1,2,59,0,3,0,0,0,1,0
6017,25.58,20,0,0,1,59,0,2,0,0,1,0,0
6018,142.5,5,0,0,3,46,0,3,0,0,0,0,1
6019,142.24,18,0,0,2,31,0,2,0,1,0,0,0
6020,16.87,14,0,0,0,69,0,3,0,1,0,0,0
6021,97.43,3,0,0,3,30,0,1,0,0,1,0,0
6022,345.47,20,0,0,2,65,0,2,1,0,0,0,0
6023,349.02,2,0,0,2,43,0,1,0,0,1,0,0
6024,18.81,3,0,0,1,37,0,1,0,0,1,0,0
6025,17.12,4,0,0,3,48,0,1,0,0,0,1,0
6026,54.86,17,0,0,0,68,0,2,1,0,0,0,0
6027,373.96,9,0,0,2,53,0,2,0,0,1,0,0
6028,24.84,7,0,0,3,44,0,2,0,0,0,0,1
6029,229.13,11,0,0,3,54,0,2,0,1,0,0,0
6030,19.2,21,0,0,4,50,0,2,0,0,0,0,1
6031,175.66,2,0,1,2,46,0,1,0,0,0,0,1
6032,79.23,17,0,1,2,44,0,3,0,0,0,0,1
6033,279.99,22,1,0,5,21,0,2,1,0,0,0,0
6034,47.91,7,0,0,3,28,0,1,1,0,0,0,0
6035,183.5,0,0,0,2,42,0,3,1,0,0,0,0
6036,48.38,13,0,0,1,22,0,2,0,1,0,0,0
6037,225.1,21,0,0,0,68,0,3,0,0,0,1,0
6038,372.41,22,0,0,4,19,0,1,0,0,1,0,0
6039,24.41,12,0,0,3,57,0,2,0,0,1,0,0
6040,362.59,11,0,0,1,30,0,1,0,0,0,1,0
6041,162.06,2,0,1,1,44,0,2,0,0,1,0,0
6042,24.47,17,0,0,2,56,0,2,0,0,0,0,1
6043,100.41,20,0,1,4,34,0,1,0,1,0,0,0
6044,31.57,12,0,1,1,48,0,2,0,0,1,0,0
6045,216.92,14,1,0,0,28,0,2,0,1,0,0,0
6046,256.03,9,0,0,2,26,0,3,0,0,0,1,0
6047,20.13,0,0,0,1,28,0,3,0,0,1,0,0
6048,126.99,5,0,0,3,24,0,2,0,1,0,0,0
6049,303.37,8,0,0,2,54,0,2,0,0,0,0,1
6050,495.26,9,0,0,2,23,0,2,0,0,0,0,1
6051,129.7,14,0,0,1,47,0,3,0,0,0,1,0
6052,529.8425,8,0,0,3,46,0,1,1,0,0,0,0
6053,138.1,22,0,0,1,48,0,3,0,0,1,0,0
6054,90.21,13,0,0,3,40,0,2,0,0,0,0,1
6055,339.34,10,0,0,3,30,0,2,0,0,0,0,1
6056,122.26,6,0,0,2,54,0,1,0,0,0,1,0
6057,114.93,23,0,0,0,29,0,3,0,0,0,0,1
6058,121.31,1,1,0,3,62,0,2,0,0,1,0,0
6059,337.66,13,0,0,5,35,0,3,0,0,0,1,0
6060,321.02,5,0,0,3,29,0,3,0,1,0,0,0
6061,93.01,4,0,0,2,20,0,2,0,0,0,1,0
6062,72.97,4,1,0,3,65,0,1,0,0,1,0,0
6063,121.88,18,0,0,4,53,0,3,0,0,1,0,0
6064,153.08,18,0,0,1,34,0,3,0,1,0,0,0
6065,49.01,5,0,0,2,27,0,2,0,0,0,1,0
6066,284.34,9,0,0,1,30,0,1,0,0,1,0,0
6067,119.96,22,1,0,3,40,0,1,0,0,1,0,0
6068,73.18,13,0,0,2,47,0,2,0,1,0,0,0
6069,20.33,16,0,1,2,45,0,2,1,0,0,0,0
6070,49.13,2,0,0,0,40,0,3,0,0,0,1,0
6071,529.8425,0,1,0,3,22,0,3,0,0,1,0,0
6072,65.52,9,0,0,2,66,0,2,0,0,0,0,1
6073,33.29,2,0,0,1,47,0,2,0,1,0,0,0
6074,111.14,4,0,0,1,26,0,1,1,0,0,0,0
6075,66.03,18,0,0,3,51,0,3,1,0,0,0,0
6076,6.44,9,0,0,0,65,0,2,0,1,0,0,0
6077,70.25,15,0,0,1,43,0,2,1,0,0,0,0
6078,141.39,0,0,0,5,34,0,1,0,0,1,0,0
6079,144.42,5,0,0,3,51,0,3,1,0,0,0,0
6080,79.37,8,0,1,3,21,0,2,0,0,0,1,0
6081,106.73,4,0,0,3,31,0,3,0,0,0,0,1
6082,529.8425,13,0,0,2,19,0,3,0,0,1,0,0
6083,85.28,9,0,0,2,65,0,1,0,1,0,0,0
6084,53.77,1,0,0,2,23,0,3,0,0,0,0,1
6085,50.22,4,0,1,2,26,0,1,0,0,1,0,0
6086,110.17,0,0,0,1,41,0,3,0,0,0,0,1
6087,256.52,9,0,0,1,31,0,3,1,0,0,0,0
6088,41.52,21,0,0,1,30,0,1,0,1,0,0,0
6089,222.38,8,0,0,3,28,0,2,0,1,0,0,0
6090,3.85,2,0,1,1,57,0,2,0,0,0,1,0
6091,97.72,14,0,0,3,42,0,2,1,0,0,0,0
6092,269.19,3,0,0,1,47,0,1,0,0,0,1,0
6093,74.45,12,0,0,1,41,0,2,0,0,0,1,0
6094,149.31,5,0,0,4,51,0,1,1,0,0,0,0
6095,41.29,19,0,0,6,40,0,3,0,0,1,0,0
6096,243.86,16,0,0,2,36,0,1,0,0,0,1,0
6097,9.67,22,0,0,3,18,0,3,0,0,0,0,1
6098,344.56,4,0,0,2,32,0,3,0,0,1,0,0
6099,39.76,14,0,0,1,58,0,2,1,0,0,0,0
6100,373.43,7,0,0,1,63,0,1,0,1,0,0,0
6101,78.24,4,0,0,1,33,0,3,0,0,1,0,0
6102,230.87,23,0,0,3,51,0,3,0,0,0,1,0
6103,69.21,12,0,0,2,60,0,3,0,0,0,0,1
6104,425.43,0,0,0,3,18,0,1,1,0,0,0,0
6105,24.37,0,0,0,4,39,0,3,0,1,0,0,0
6106,35.4,6,0,0,4,19,0,3,0,0,0,0,1
6107,122.27,21,0,0,1,66,0,2,0,1,0,0,0
6108,15.39,4,0,0,2,30,0,3,1,0,0,0,0
6109,39.26,13,1,0,1,52,0,1,0,0,1,0,0
6110,518.08,14,0,0,1,38,0,2,0,0,0,1,0
6111,529.8425,20,0,0,1,58,0,3,1,0,0,0,0
6112,84.96,16,0,0,2,25,0,2,0,0,0,0,1
6113,462.18,23,0,0,1,46,0,2,0,0,1,0,0
6114,141.67,17,0,0,2,63,0,1,0,1,0,0,0
6115,56.58,6,1,0,1,26,0,2,0,0,1,0,0
6116,218.16,21,0,0,3,21,0,2,0,0,1,0,0
6117,193.61,17,1,0,2,20,0,3,0,0,0,0,1
6118,529.8425,18,0,1,2,68,0,2,0,0,0,1,0
6119,55.43,19,1,0,1,60,0,3,0,0,1,0,0
6120,200.69,6,0,1,0,21,0,2,0,0,1,0,0
6121,9.62,7,0,0,0,44,0,3,0,0,0,1,0
6122,21.72,12,0,0,2,54,0,2,0,0,0,1,0
6123,0.71,17,0,0,3,63,0,1,0,1,0,0,0
6124,529.8425,23,0,0,0,47,0,1,0,1,0,0,0
6125,291.76,10,0,0,1,32,0,2,0,0,0,1,0
6126,278.13,8,0,0,3,33,0,1,1,0,0,0,0
6127,128.3,22,0,0,0,45,0,1,0,0,0,1,0
6128,64.22,0,0,0,1,29,0,3,0,1,0,0,0
6129,29.52,21,0,0,1,42,0,1,0,0,0,0,1
6130,60.3,7,0,0,2,45,0,3,0,0,0,0,1
6131,84.88,20,0,1,3,69,0,1,0,0,1,0,0
6132,254.13,11,0,1,2,63,0,3,0,0,0,0,1
6133,139.64,1,0,0,2,21,0,3,0,1,0,0,0
6134,14.52,14,0,0,0,52,0,2,0,0,0,0,1
6135,3.27,20,1,0,0,56,0,3,1,0,0,0,0
6136,19.43,23,0,0,3,22,0,1,0,0,0,1,0
6137,95.13,17,0,0,5,67,0,1,0,0,0,1,0
6138,487.07,16,0,1,2,46,0,3,0,1,0,0,0
6139,182.6,14,0,0,3,34,0,1,0,0,1,0,0
6140,291.35,19,0,0,2,48,0,3,0,0,0,1,0
6141,113.05,19,0,0,2,29,0,1,0,0,0,0,1
6142,80.8,8,0,0,5,53,0,2,1,0,0,0,0
6143,20.65,2,1,0,0,48,0,3,0,0,1,0,0
6144,375.65,19,1,0,3,28,0,3,0,0,1,0,0
6145,275.15,18,0,0,0,63,0,2,0,0,1,0,0
6146,33.13,17,0,0,1,56,0,3,0,0,0,1,0
6147,129.24,19,0,0,5,47,0,3,0,0,1,0,0
6148,120.28,7,0,0,0,49,0,2,0,1,0,0,0
6149,176.59,0,0,0,1,25,0,3,0,0,0,0,1
6150,526.0,23,0,0,1,27,0,3,1,0,0,0,0
6151,156.05,23,0,0,4,28,0,1,0,0,0,0,1
6152,139.86,14,0,0,6,44,0,2,0,1,0,0,0
6153,9.29,18,0,0,3,23,0,2,0,1,0,0,0
6154,11.7,9,0,0,2,58,0,3,0,0,0,0,1
6155,37.34,11,0,0,3,23,0,1,0,0,0,1,0
6156,5.94,5,1,0,1,56,0,3,0,1,0,0,0
6157,244.81,12,0,0,2,47,0,3,0,0,1,0,0
6158,231.29,3,0,0,5,35,1,1,1,0,0,0,0
6159,26.32,12,0,0,0,56,0,2,1,0,0,0,0
6160,325.51,16,0,0,3,56,0,1,0,1,0,0,0
6161,30.27,0,0,0,4,31,0,3,0,0,1,0,0
6162,64.5,4,0,0,1,32,0,1,0,0,0,0,1
6163,51.54,23,0,0,3,67,0,1,1,0,0,0,0
6164,83.83,16,0,0,2,53,0,2,0,0,1,0,0
6165,52.91,17,0,0,1,40,0,3,0,0,1,0,0
6166,120.83,6,0,1,5,53,0,3,0,0,0,1,0
6167,94.18,15,0,0,1,42,0,3,0,1,0,0,0
6168,529.8425,7,0,0,1,26,0,3,0,0,1,0,0
6169,10.36,11,0,0,2,54,0,2,0,0,0,0,1
6170,27.61,13,0,1,0,41,0,3,1,0,0,0,0
6171,9.77,18,0,0,2,36,0,1,0,0,0,1,0
6172,176.95,10,1,0,2,53,0,3,0,0,0,0,1
6173,10.09,11,0,0,3,51,0,2,1,0,0,0,0
6174,325.9,12,0,0,3,28,0,3,0,1,0,0,0
6175,129.12,7,0,1,1,65,0,3,0,0,0,0,1
6176,134.76,0,1,0,4,52,1,1,1,0,0,0,0
6177,148.43,8,0,0,1,45,0,3,0,0,0,1,0
6178,33.72,1,0,0,2,69,0,3,1,0,0,0,0
6179,39.65,13,0,0,1,58,0,1,0,0,1,0,0
6180,69.11,12,0,0,0,48,0,2,0,0,0,1,0
6181,162.03,15,0,1,4,53,0,2,0,0,0,0,1
6182,42.46,1,0,0,1,50,0,2,0,1,0,0,0
6183,22.26,3,1,0,4,32,0,3,0,0,0,1,0
6184,529.8425,11,0,0,2,19,0,1,0,0,0,1,0
6185,4.0,15,0,0,4,56,0,1,0,0,0,1,0
6186,292.14,9,0,0,3,67,0,3,1,0,0,0,0
6187,279.24,2,0,0,1,44,0,3,0,0,1,0,0
6188,63.49,3,0,0,2,64,0,2,0,1,0,0,0
6189,26.24,5,0,0,0,33,0,1,0,1,0,0,0
6190,28.33,22,0,0,2,20,0,2,0,0,1,0,0
6191,215.18,4,0,0,1,44,0,3,1,0,0,0,0
6192,185.31,17,0,0,3,49,0,3,1,0,0,0,0
6193,274.8,2,0,0,1,52,0,1,0,0,1,0,0
6194,499.01,9,0,0,2,41,0,1,0,0,1,0,0
6195,211.94,10,0,0,0,24,0,1,0,0,0,0,1
6196,30.5,18,0,0,0,66,0,2,1,0,0,0,0
6197,50.22,13,0,0,1,57,0,2,0,0,0,1,0
6198,332.35,20,0,0,0,36,0,1,0,1,0,0,0
6199,42.27,10,0,0,1,22,0,3,1,0,0,0,0
6200,13.55,20,1,0,3,56,0,1,0,0,1,0,0
6201,218.69,3,0,0,2,68,0,1,0,0,0,1,0
6202,92.71,23,0,0,0,25,0,2,0,0,0,0,1
6203,454.72,21,0,0,3,42,0,1,0,0,0,0,1
6204,189.1,5,0,0,0,39,0,2,0,0,0,1,0
6205,17.06,16,0,0,3,19,0,2,0,0,0,1,0
6206,529.8425,21,0,0,2,57,0,2,0,0,1,0,0
6207,53.85,18,0,0,2,63,0,1,0,0,1,0,0
6208,74.03,12,0,0,0,27,0,2,0,1,0,0,0
6209,92.63,21,0,0,3,35,0,1,0,1,0,0,0
6210,9.46,9,0,0,0,42,0,3,0,0,0,0,1
6211,123.52,10,0,0,1,67,0,1,0,0,0,1,0
6212,23.69,5,0,0,1,33,0,3,0,0,0,0,1
6213,92.24,1,1,0,0,32,1,1,0,0,1,0,0
6214,77.74,0,0,0,2,24,0,1,1,0,0,0,0
6215,266.78,10,0,0,2,29,0,2,0,0,1,0,0
6216,292.58,15,0,0,5,49,0,3,1,0,0,0,0
6217,29.98,2,0,0,1,20,0,3,0,0,0,1,0
6218,82.18,4,0,1,2,18,0,2,0,0,0,1,0
6219,84.13,14,0,0,1,60,0,2,0,0,0,1,0
6220,29.55,14,1,0,2,40,0,3,0,1,0,0,0
6221,288.31,3,0,0,0,52,0,3,0,1,0,0,0
6222,221.11,22,0,0,1,18,0,1,1,0,0,0,0
6223,38.01,3,0,0,2,61,0,3,0,0,0,0,1
6224,82.23,7,0,0,0,61,0,1,0,0,0,0,1
6225,20.13,6,0,0,3,37,0,2,1,0,0,0,0
6226,178.1,16,0,0,2,33,0,1,0,1,0,0,0
6227,23.29,14,0,1,0,54,0,2,0,0,1,0,0
6228,529.8425,4,1,1,4,62,0,3,1,0,0,0,0
